Date,Entertainment,Tech,Pharma
2021-12-27,146.68014745789108,194.72145860102438,142.6600920129396
2022-01-03,145.4713154404859,193.47586542997584,141.31219267594358
2022-01-10,141.2682110141535,182.9379160079459,137.5523598263742
2022-01-17,142.38410019774318,182.71741424902712,135.87013168865093
2022-01-24,135.2983668489931,170.9999199309812,130.7725398914206
2022-01-31,137.53010097172603,178.5397005418697,132.99195392154496
2022-02-07,130.05377764982939,174.75881374455764,133.84325357596637
2022-02-14,128.91932054688496,170.680285101166,130.65092095936302
2022-02-21,125.36718466098135,168.03481858474717,129.2219971176313
2022-02-28,127.30134538512725,169.8315361709193,131.70488870306392
2022-03-07,119.54609032474244,159.0289603748478,131.95826695651417
2022-03-14,118.31863876946164,155.8543970889539,131.59342659533223
2022-03-21,125.70447482432006,170.60912419398053,138.72356657707954
2022-03-28,129.39618719058384,176.8045078510966,139.53681922775593
2022-04-04,132.75232017877116,178.31743102539298,139.19120780583177
2022-04-11,125.29431405769948,164.0714888088815,142.31213038732835
2022-04-18,123.54168092321052,162.47021241860082,139.3843846879135
2022-04-25,115.89722133077855,160.38295867849376,136.80221754044118
2022-05-02,113.15641798141498,158.5497940909064,131.62777572614308
2022-05-09,107.8239666857016,149.2291710499544,128.5170346214586
2022-05-16,109.31556496028618,148.71014356617704,131.69893923638762
2022-05-23,109.80032186359966,148.05860358937971,133.09165679334595
2022-05-30,112.28011247528211,156.21961233423374,136.24308271780183
2022-06-06,111.72075206120127,154.6073134556506,131.99375831918692
2022-06-13,100.73886750735048,138.35143956123562,123.70857540020435
2022-06-20,100.38459485065434,137.62258618771298,121.87870352246229
2022-06-27,105.41226090301146,146.76035897263478,132.38760643916365
2022-07-04,102.45921694408918,141.0693321446608,132.38760643916365
2022-07-11,102.7769584361771,145.08849359673152,133.13286753282355
2022-07-18,103.03861271833159,145.15493181828424,130.11106438095388
2022-07-25,104.29083378954273,150.9677952701047,133.23497813077947
2022-08-01,105.20665696041833,159.3382486236621,134.163957769305
2022-08-08,107.31863611479486,161.39766884770975,134.51107299288907
2022-08-15,111.71081918297617,167.80837230776592,137.09389753999415
2022-08-22,104.7394061097451,159.4157526609084,133.9189449261814
2022-08-29,102.29098481058658,152.82789216401602,129.03915784477448
2022-09-05,100.627570602338,147.09254141492008,127.59971560891887
2022-09-12,104.49644510621027,154.34471480351374,134.11294355780407
2022-09-19,98.0121486401027,143.670795362652,129.41002163009142
2022-09-26,90.48284259359765,136.38957529104744,124.5927532537584
2022-10-03,92.20596468231308,135.9234158899221,126.68365387317677
2022-10-10,91.02598004398487,131.7944195013468,124.88997184521722
2022-10-17,92.33707572525496,133.59252356403493,129.0307842169524
2022-10-24,94.58461986351473,139.91919788174118,132.19787268765842
2022-10-31,90.29552635553185,141.92820235347457,136.0619280315039
2022-11-07,87.16770945910869,136.53388149993188,135.50847149819242
2022-11-14,93.31102135060007,146.51226633104693,136.57441213270468
2022-11-21,91.9999330434044,145.03602412607785,137.98884031253436
2022-11-28,92.52436984109754,145.11376213123623,139.5160125293796
2022-12-05,95.74585960470242,147.74428936319478,141.893876305986
2022-12-12,93.32975149959178,148.47686889235433,142.92905063768586
2022-12-19,87.88924051753024,139.60856648380198,138.3925822969839
2022-12-26,89.74803082717058,138.6958056659056,140.07015111481007
2023-01-02,90.10475905064396,138.51769542646457,139.81282846356336
